"run_timestamp","mode","action_type","source_relative_path","destination_relative_path","actual_destination_relative_path","item_type","size_bytes","size_mb","status","reason"
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","abs_homelessness\abs_estimating_homelessness_latest_release.html","abs_homelessness\source_pages\abs_estimating_homelessness_latest_release.html","abs_homelessness\source_pages\abs_estimating_homelessness_latest_release.html","file","422133","0.403","moved","Source-page provenance. Keep, but move out of source-family root."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","abs_homelessness\abs_tablebuilder_estimating_homelessness_page.html","abs_homelessness\source_pages\abs_tablebuilder_estimating_homelessness_page.html","abs_homelessness\source_pages\abs_tablebuilder_estimating_homelessness_page.html","file","119798","0.114","moved","Source-page provenance. Keep, but move out of source-family root."
"2026-06-22T11:45:29","APPLIED","move","abs_homelessness\abs_estimating_homelessness_2021_data_cube_005.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_005_DUPLICATE_ROOT_COPY.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_005_DUPLICATE_ROOT_COPY.xlsx","file","327822","0.313","moved","Root copy duplicates the discovered data cube set. Preserve in archive."
"2026-06-22T11:45:29","APPLIED","move","abs_homelessness\abs_estimating_homelessness_2021_data_cube_006.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_006_DUPLICATE_ROOT_COPY.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_006_DUPLICATE_ROOT_COPY.xlsx","file","124495","0.119","moved","Root copy duplicates the discovered data cube set. Preserve in archive."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","abs_homelessness\discovered_downloads","abs_homelessness\data_cubes_2021","abs_homelessness\data_cubes_2021","directory","1543717","1.472","moved","Rename generic discovered_downloads to explicit ABS homelessness data cube folder."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aedc\aedc_2024_results_page.html","aedc\source_pages\aedc_2024_results_page.html","aedc\source_pages\aedc_2024_results_page.html","file","44741","0.043","moved","Source-page provenance."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aedc\aedc_accessing_data_page.html","aedc\source_pages\aedc_accessing_data_page.html","aedc\source_pages\aedc_accessing_data_page.html","file","47712","0.046","moved","Source-page provenance."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aedc\aedc_community_profiles_page.html","aedc\source_pages\aedc_community_profiles_page.html","aedc\source_pages\aedc_community_profiles_page.html","file","32463","0.031","moved","Source-page provenance."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aedc\discovered_downloads","aedc\data_workbooks_2024","aedc\data_workbooks_2024","directory","315446","0.301","moved","Rename generic discovered_downloads to explicit AEDC workbook folder."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_mental_health_regional_activity\aihw_regional_activity_data_page.html","aihw\regional_activity_data_downloads\source_pages\aihw_regional_activity_data_page.html","aihw\regional_activity_data_downloads\source_pages\aihw_regional_activity_data_page.html","file","157241","0.15","moved","Consolidate AIHW regional activity page under raw\aihw."
"2026-06-22T11:45:29","APPLIED","move","aihw_mental_health_regional_activity\discovered_downloads","_archive\duplicates\aihw_mental_health_regional_activity_duplicate_zips","_archive\duplicates\aihw_mental_health_regional_activity_duplicate_zips","directory","4056085","3.868","moved","Duplicate of raw\aihw\regional_activity_data_downloads\zips. Preserve duplicate set in archive."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_mbs_primary_care_geography\aihw_mbs_gp_allied_specialist_geography_page.html","aihw\mbs_primary_care_geography\source_pages\aihw_mbs_gp_allied_specialist_geography_page.html","aihw\mbs_primary_care_geography\source_pages\aihw_mbs_gp_allied_specialist_geography_page.html","file","211414","0.202","moved","Consolidate AIHW MBS geography source page under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_mbs_primary_care_geography\discovered_downloads","aihw\mbs_primary_care_geography\downloads","aihw\mbs_primary_care_geography\downloads","directory","3838496","3.661","moved","Consolidate AIHW MBS geography downloads under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_shs\aihw_shs_annual_report_2024_25_data_page.html","aihw\specialist_homelessness_services\source_pages\aihw_shs_annual_report_2024_25_data_page.html","aihw\specialist_homelessness_services\source_pages\aihw_shs_annual_report_2024_25_data_page.html","file","167422","0.16","moved","Consolidate AIHW SHS source page under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_shs\discovered_downloads","aihw\specialist_homelessness_services\downloads","aihw\specialist_homelessness_services\downloads","directory","18390858","17.539","moved","Consolidate AIHW SHS downloads under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_mental_health_data_tables\aihw_mental_health_data_tables_page.html","aihw\mental_health_data_tables\source_pages\aihw_mental_health_data_tables_page.html","aihw\mental_health_data_tables\source_pages\aihw_mental_health_data_tables_page.html","file","211079","0.201","moved","Consolidate AIHW mental health data table page under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","aihw_mental_health_data_tables\discovered_downloads","aihw\mental_health_data_tables\downloads","aihw\mental_health_data_tables\downloads","directory","147072","0.14","moved","Consolidate AIHW mental health data table downloads under raw\aihw."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","phidu\phidu_official_lga_australia.xlsx","phidu\official_lga_phn_context\phidu_official_lga_australia.xlsx","phidu\official_lga_phn_context\phidu_official_lga_australia.xlsx","file","23827844","22.724","moved","Official PHIDU LGA context workbook remains active."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","phidu\phidu_official_phn_with_component_lgas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx","file","27432259","26.161","moved","Official PHIDU PHN with component LGA workbook remains active."
"2026-06-22T11:45:29","APPLIED","rename_or_rehome","phidu\phidu_official_phn_with_component_phas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx","file","56751982","54.123","moved","Official PHIDU PHN with component PHA workbook remains active."
"2026-06-22T11:45:29","APPLIED","move","phidu\02_pha_unknown_phn_data_with_component_phas_xlsx.xlsx","_archive\duplicates\phidu\02_pha_unknown_phn_data_with_component_phas_DUPLICATE_OF_OFFICIAL_PHN_PHA.xlsx","_archive\duplicates\phidu\02_pha_unknown_phn_data_with_component_phas_DUPLICATE_OF_OFFICIAL_PHN_PHA.xlsx","file","56751982","54.123","moved","Exact duplicate of official PHN-with-component-PHAs workbook."
"2026-06-22T11:45:29","APPLIED","move","phidu\03_lga_unknown_phn_data_with_component_lgas_xlsx.xlsx","_archive\duplicates\phidu\03_lga_unknown_phn_data_with_component_lgas_DUPLICATE_OF_OFFICIAL_PHN_LGA.xlsx","_archive\duplicates\phidu\03_lga_unknown_phn_data_with_component_lgas_DUPLICATE_OF_OFFICIAL_PHN_LGA.xlsx","file","27432259","26.161","moved","Exact duplicate of official PHN-with-component-LGAs workbook."
"2026-06-22T11:45:29","APPLIED","move","phidu\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","_archive\exploratory\phidu_pha_workbooks\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","_archive\exploratory\phidu_pha_workbooks\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","file","33773486","32.209","moved","Exploratory PHA workbook. Keep out of active LGA/PHN raw context."
"2026-06-22T11:45:29","APPLIED","move","phidu\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","file","23114957","22.044","moved","Exploratory PHA workbook."
"2026-06-22T11:45:29","APPLIED","move","phidu\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","file","14781521","14.097","moved","Exploratory PHA workbook."
"2026-06-22T11:45:29","APPLIED","move","phidu\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","file","9051093","8.632","moved","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
"2026-06-22T11:45:29","APPLIED","move","phidu\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","file","9867090","9.41","moved","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
