"run_timestamp","mode","action_type","source_relative_path","destination_relative_path","actual_destination_relative_path","item_type","size_bytes","size_mb","status","reason"
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","abs_homelessness\abs_estimating_homelessness_latest_release.html","abs_homelessness\source_pages\abs_estimating_homelessness_latest_release.html","abs_homelessness\source_pages\abs_estimating_homelessness_latest_release.html","file","422133","0.403","planned","Source-page provenance. Keep, but move out of source-family root."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","abs_homelessness\abs_tablebuilder_estimating_homelessness_page.html","abs_homelessness\source_pages\abs_tablebuilder_estimating_homelessness_page.html","abs_homelessness\source_pages\abs_tablebuilder_estimating_homelessness_page.html","file","119798","0.114","planned","Source-page provenance. Keep, but move out of source-family root."
"2026-06-22T11:45:10","DRY_RUN","move","abs_homelessness\abs_estimating_homelessness_2021_data_cube_005.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_005_DUPLICATE_ROOT_COPY.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_005_DUPLICATE_ROOT_COPY.xlsx","file","327822","0.313","planned","Root copy duplicates the discovered data cube set. Preserve in archive."
"2026-06-22T11:45:10","DRY_RUN","move","abs_homelessness\abs_estimating_homelessness_2021_data_cube_006.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_006_DUPLICATE_ROOT_COPY.xlsx","_archive\duplicates\abs_homelessness\abs_estimating_homelessness_2021_data_cube_006_DUPLICATE_ROOT_COPY.xlsx","file","124495","0.119","planned","Root copy duplicates the discovered data cube set. Preserve in archive."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","abs_homelessness\discovered_downloads","abs_homelessness\data_cubes_2021","abs_homelessness\data_cubes_2021","directory","1543717","1.472","planned","Rename generic discovered_downloads to explicit ABS homelessness data cube folder."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aedc\aedc_2024_results_page.html","aedc\source_pages\aedc_2024_results_page.html","aedc\source_pages\aedc_2024_results_page.html","file","44741","0.043","planned","Source-page provenance."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aedc\aedc_accessing_data_page.html","aedc\source_pages\aedc_accessing_data_page.html","aedc\source_pages\aedc_accessing_data_page.html","file","47712","0.046","planned","Source-page provenance."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aedc\aedc_community_profiles_page.html","aedc\source_pages\aedc_community_profiles_page.html","aedc\source_pages\aedc_community_profiles_page.html","file","32463","0.031","planned","Source-page provenance."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aedc\discovered_downloads","aedc\data_workbooks_2024","aedc\data_workbooks_2024","directory","315446","0.301","planned","Rename generic discovered_downloads to explicit AEDC workbook folder."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_mental_health_regional_activity\aihw_regional_activity_data_page.html","aihw\regional_activity_data_downloads\source_pages\aihw_regional_activity_data_page.html","aihw\regional_activity_data_downloads\source_pages\aihw_regional_activity_data_page.html","file","157241","0.15","planned","Consolidate AIHW regional activity page under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","move","aihw_mental_health_regional_activity\discovered_downloads","_archive\duplicates\aihw_mental_health_regional_activity_duplicate_zips","_archive\duplicates\aihw_mental_health_regional_activity_duplicate_zips","directory","4056085","3.868","planned","Duplicate of raw\aihw\regional_activity_data_downloads\zips. Preserve duplicate set in archive."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_mbs_primary_care_geography\aihw_mbs_gp_allied_specialist_geography_page.html","aihw\mbs_primary_care_geography\source_pages\aihw_mbs_gp_allied_specialist_geography_page.html","aihw\mbs_primary_care_geography\source_pages\aihw_mbs_gp_allied_specialist_geography_page.html","file","211414","0.202","planned","Consolidate AIHW MBS geography source page under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_mbs_primary_care_geography\discovered_downloads","aihw\mbs_primary_care_geography\downloads","aihw\mbs_primary_care_geography\downloads","directory","3838496","3.661","planned","Consolidate AIHW MBS geography downloads under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_shs\aihw_shs_annual_report_2024_25_data_page.html","aihw\specialist_homelessness_services\source_pages\aihw_shs_annual_report_2024_25_data_page.html","aihw\specialist_homelessness_services\source_pages\aihw_shs_annual_report_2024_25_data_page.html","file","167422","0.16","planned","Consolidate AIHW SHS source page under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_shs\discovered_downloads","aihw\specialist_homelessness_services\downloads","aihw\specialist_homelessness_services\downloads","directory","18390858","17.539","planned","Consolidate AIHW SHS downloads under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_mental_health_data_tables\aihw_mental_health_data_tables_page.html","aihw\mental_health_data_tables\source_pages\aihw_mental_health_data_tables_page.html","aihw\mental_health_data_tables\source_pages\aihw_mental_health_data_tables_page.html","file","211079","0.201","planned","Consolidate AIHW mental health data table page under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","aihw_mental_health_data_tables\discovered_downloads","aihw\mental_health_data_tables\downloads","aihw\mental_health_data_tables\downloads","directory","147072","0.14","planned","Consolidate AIHW mental health data table downloads under raw\aihw."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","phidu\phidu_official_lga_australia.xlsx","phidu\official_lga_phn_context\phidu_official_lga_australia.xlsx","phidu\official_lga_phn_context\phidu_official_lga_australia.xlsx","file","23827844","22.724","planned","Official PHIDU LGA context workbook remains active."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","phidu\phidu_official_phn_with_component_lgas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx","file","27432259","26.161","planned","Official PHIDU PHN with component LGA workbook remains active."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","phidu\phidu_official_phn_with_component_phas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx","phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx","file","56751982","54.123","planned","Official PHIDU PHN with component PHA workbook remains active."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\02_pha_unknown_phn_data_with_component_phas_xlsx.xlsx","_archive\duplicates\phidu\02_pha_unknown_phn_data_with_component_phas_DUPLICATE_OF_OFFICIAL_PHN_PHA.xlsx","_archive\duplicates\phidu\02_pha_unknown_phn_data_with_component_phas_DUPLICATE_OF_OFFICIAL_PHN_PHA.xlsx","file","56751982","54.123","planned","Exact duplicate of official PHN-with-component-PHAs workbook."
